PCB1-едуу╣Ц1(Mark1)	-107.697	569.194	0.000	-104.178	563.969	381.521	377.049	0.000	0.000	0.000	0	7	97	1
PCB1-едуу╣Ц2(Mark2)	-294.299	685.074	0.000	-290.705	679.970	381.521	377.049	0.000	0.000	0.000	180	3	93	1
едуу╣Ц3	-294.818	569.854	0.000	-291.299	564.750	381.521	377.049	0.000	0.000	0.000	0	3	93	0
едуу╣Ц4	-107.016	684.375	0.000	-103.422	679.150	381.521	377.049	0.000	0.000	0.000	0	3	93	0
едуу╣Ц5	-169.506	629.452	0.000	-165.948	624.267	381.521	377.049	0.000	0.000	0.000	0	5	95	0
едуу╣Ц6	-232.494	629.672	0.000	-228.936	624.528	381.521	377.049	0.000	0.000	0.000	0	6	96	0
PCB2-едуу╣Ц1(Mark3)	-107.697	569.194	0.000	96.178	563.969	0.000	0.000	0.000	0.000	0.000	0	7	97	0
PCB2-едуу╣Ц2(Mark4)	-294.299	685.074	0.000	-90.448	679.811	0.000	0.000	0.000	0.000	0.000	0	3	93	0
едуу╣Ц3	-294.818	569.854	0.000	-90.943	564.591	0.000	0.000	0.000	0.000	0.000	0	3	93	0
едуу╣Ц4	-107.016	684.375	0.000	96.835	679.150	0.000	0.000	0.000	0.000	0.000	0	3	93	0
едуу╣Ц5	-169.506	629.452	0.000	34.357	624.214	0.000	0.000	0.000	0.000	0.000	0	5	95	0
едуу╣Ц6	-232.494	629.672	0.000	-28.631	624.421	0.000	0.000	0.000	0.000	0.000	0	6	96	0
PCB3-едуу╣Ц1(Mark5)	-107.697	569.194	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	7	97	0
PCB3-едуу╣Ц2(Mark6)	-294.299	685.074	0.000	0.000	219.655	0.000	0.000	0.000	0.000	0.000	0	3	93	0
едуу╣Ц3	-294.818	569.854	0.000	-98.156	159.312	0.000	0.000	0.000	0.000	0.000	0	3	93	0
едуу╣Ц4	-107.016	684.375	0.000	98.208	60.186	0.000	0.000	0.000	0.000	0.000	0	3	93	0
едуу╣Ц5	-169.506	629.452	0.000	18.583	84.297	0.000	0.000	0.000	0.000	0.000	0	5	95	0
едуу╣Ц6	-232.494	629.672	0.000	-14.460	137.923	0.000	0.000	0.000	0.000	0.000	0	6	96	0
PCB4-едуу╣Ц1(Mark7)	-107.697	569.194	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	7	97	0
PCB4-едуу╣Ц2(Mark8)	-294.299	685.074	0.000	0.000	219.655	0.000	0.000	0.000	0.000	0.000	0	3	93	0
едуу╣Ц3	-294.818	569.854	0.000	-98.156	159.312	0.000	0.000	0.000	0.000	0.000	0	3	93	0
едуу╣Ц4	-107.016	684.375	0.000	98.208	60.186	0.000	0.000	0.000	0.000	0.000	0	3	93	0
едуу╣Ц5	-169.506	629.452	0.000	18.583	84.297	0.000	0.000	0.000	0.000	0.000	0	5	95	0
едуу╣Ц6	-232.494	629.672	0.000	-14.460	137.923	0.000	0.000	0.000	0.000	0.000	0	6	96	0
